COUNTY_NAM,Longitude,Latitude
Sinkhole,-89.5332,37.8107
Sinkhole,-89.5331,37.8105
Sinkhole,-89.533,37.8101
Sinkhole,-89.5277,37.8111
Sinkhole,-89.527,37.8108
Sinkhole,-89.527,37.8112
Sinkhole,-89.5271,37.8112
Sinkhole,-89.527,37.8116
Sinkhole,-89.5268,37.8116
Sinkhole,-89.5266,37.8115
Sinkhole,-89.5265,37.8118
Sinkhole,-89.5224,37.8047
Sinkhole,-89.5579,37.8114
Sinkhole,-89.5583,37.8117
Sinkhole,-89.5575,37.851
Sinkhole,-89.5523,37.8536
Sinkhole,-89.552,37.8565
Sinkhole,-89.5524,37.8563
Sinkhole,-89.5523,37.8561
Sinkhole,-89.5517,37.8561
Sinkhole,-89.5518,37.8561
Sinkhole,-89.5514,37.8562
Sinkhole,-89.5514,37.8565
Sinkhole,-89.5554,37.8556
Sinkhole,-89.557,37.8551
Sinkhole,-89.5618,37.8542
Sinkhole,-89.5612,37.8546
Sinkhole,-89.5631,37.8538
Sinkhole,-89.5636,37.854
Sinkhole,-89.5638,37.854
Sinkhole,-89.5641,37.854
Sinkhole,-89.5601,37.8548
Sinkhole,-89.5487,37.8518
Sinkhole,-89.5485,37.8522
Sinkhole,-89.5485,37.8526
Sinkhole,-89.5486,37.8526
Sinkhole,-89.5499,37.8526
Sinkhole,-89.5499,37.8522
Sinkhole,-89.5497,37.8522
Sinkhole,-89.5497,37.8525
Sinkhole,-89.5495,37.8523
Sinkhole,-89.5493,37.8524
Sinkhole,-89.5492,37.8526
Sinkhole,-89.549,37.8525
Sinkhole,-89.5497,37.852
Sinkhole,-89.5499,37.8519
Sinkhole,-89.55,37.8518
Sinkhole,-89.5516,37.8506
Sinkhole,-89.5489,37.8526
Sinkhole,-89.5487,37.8526
Sinkhole,-89.5566,37.8547
Sinkhole,-89.5573,37.8549
Sinkhole,-89.557,37.8548
Sinkhole,-89.5575,37.8575
Sinkhole,-89.5575,37.8577
Sinkhole,-89.5591,37.8589
Sinkhole,-89.5586,37.8581
Sinkhole,-89.5584,37.858
Sinkhole,-89.5581,37.8579
Sinkhole,-89.558,37.8578
Sinkhole,-89.5576,37.8578
Sinkhole,-89.5581,37.8582
Sinkhole,-89.5579,37.8582
Sinkhole,-89.5578,37.8579
Sinkhole,-89.5607,37.8602
Sinkhole,-89.561,37.8602
Sinkhole,-89.5608,37.8602
Sinkhole,-89.5616,37.86
Sinkhole,-89.5615,37.86
Sinkhole,-89.5614,37.8601
Sinkhole,-89.562,37.8596
Sinkhole,-89.5637,37.8587
Sinkhole,-89.5641,37.8587
Sinkhole,-89.5639,37.8585
Sinkhole,-89.5632,37.8587
Sinkhole,-89.5678,37.8644
Sinkhole,-89.5672,37.8642
Sinkhole,-89.5677,37.8642
Sinkhole,-89.5651,37.8484
Sinkhole,-89.5652,37.8483
Sinkhole,-89.5657,37.8484
Sinkhole,-89.5656,37.8483
Sinkhole,-89.5682,37.8679
Sinkhole,-89.5683,37.8681
Sinkhole,-89.5684,37.8678
Sinkhole,-89.5712,37.8689
Sinkhole,-89.5688,37.8687
Sinkhole,-89.5695,37.8688
Sinkhole,-89.5701,37.8688
Sinkhole,-89.5705,37.8689
Sinkhole,-89.5706,37.8687
Sinkhole,-89.5735,37.8679
Sinkhole,-89.5733,37.868
Sinkhole,-89.5732,37.8681
Sinkhole,-89.5731,37.8682
Sinkhole,-89.5729,37.8681
Sinkhole,-89.5729,37.8683
Sinkhole,-89.5726,37.8684
Sinkhole,-89.5614,37.8544
Sinkhole,-89.5599,37.8555
Sinkhole,-89.5598,37.8549
Sinkhole,-89.5595,37.8549
Sinkhole,-89.5588,37.8551
Sinkhole,-89.5565,37.8551
Sinkhole,-89.5574,37.8551
Sinkhole,-89.5674,37.8605
Sinkhole,-89.566,37.8584
Sinkhole,-89.5659,37.8583
Sinkhole,-89.5686,37.8612
Sinkhole,-89.5685,37.8611
Sinkhole,-89.5683,37.8612
Sinkhole,-89.5681,37.8612
Sinkhole,-89.2761,37.6003
Sinkhole,-89.2759,37.6012
Sinkhole,-89.2758,37.6015
Sinkhole,-89.276,37.5956
Sinkhole,-89.2759,37.5956
Sinkhole,-89.265,37.5859
Sinkhole,-89.2649,37.586
Sinkhole,-89.2651,37.5861
Sinkhole,-89.2653,37.5862
Sinkhole,-89.2654,37.5863
Sinkhole,-89.2651,37.5859
Sinkhole,-89.2671,37.5841
Sinkhole,-89.2638,37.5855
Sinkhole,-89.2682,37.586
Sinkhole,-89.3158,37.5868
Sinkhole,-89.414,37.6363
Sinkhole,-89.414,37.6366
Sinkhole,-89.4142,37.6363
Sinkhole,-89.405,37.6253
Sinkhole,-89.4056,37.625
Sinkhole,-89.4052,37.624
Sinkhole,-89.4045,37.6225
Sinkhole,-89.4045,37.623
Sinkhole,-89.4042,37.622
Sinkhole,-89.4053,37.6216
Sinkhole,-89.4037,37.6209
Sinkhole,-89.4074,37.6134
Sinkhole,-89.4071,37.6142
Sinkhole,-89.4059,37.6136
Sinkhole,-89.4056,37.6129
Sinkhole,-89.4057,37.6125
Sinkhole,-89.4053,37.6122
Sinkhole,-89.4062,37.6156
Sinkhole,-89.4041,37.6178
Sinkhole,-89.4056,37.6184
Sinkhole,-89.3982,37.6151
Sinkhole,-89.3917,37.6097
Sinkhole,-89.3996,37.6077
Sinkhole,-89.3994,37.6075
Sinkhole,-89.3991,37.6076
Sinkhole,-89.3989,37.6076
Sinkhole,-89.3994,37.6078
Sinkhole,-89.3989,37.6079
Sinkhole,-89.3986,37.6081
Sinkhole,-89.4009,37.6061
Sinkhole,-89.4017,37.606
Sinkhole,-89.4002,37.6077
Sinkhole,-89.3987,37.6064
Sinkhole,-89.3983,37.6063
Sinkhole,-89.3986,37.6062
Sinkhole,-89.3976,37.6079
Sinkhole,-89.3972,37.6074
Sinkhole,-89.3995,37.6059
Sinkhole,-89.3992,37.6055
Sinkhole,-89.3989,37.6052
Sinkhole,-89.3986,37.605
Sinkhole,-89.3985,37.6052
Sinkhole,-89.3982,37.6054
Sinkhole,-89.3984,37.6055
Sinkhole,-89.3986,37.6055
Sinkhole,-89.3989,37.6056
Sinkhole,-89.3983,37.6056
Sinkhole,-89.3983,37.6057
Sinkhole,-89.3983,37.6059
Sinkhole,-89.3985,37.606
Sinkhole,-89.3988,37.6059
Sinkhole,-89.3996,37.6061
Sinkhole,-89.3997,37.6065
Sinkhole,-89.3982,37.6061
Sinkhole,-89.398,37.6062
Sinkhole,-89.3979,37.6055
Sinkhole,-89.3982,37.6052
Sinkhole,-89.3979,37.6051
Sinkhole,-89.3982,37.6048
Sinkhole,-89.3976,37.6052
Sinkhole,-89.4026,37.6067
Sinkhole,-89.4028,37.6067
Sinkhole,-89.4035,37.6071
Sinkhole,-89.4011,37.6048
Sinkhole,-89.4015,37.605
Sinkhole,-89.3983,37.6043
Sinkhole,-89.3965,37.6046
Sinkhole,-89.3971,37.6048
Sinkhole,-89.3969,37.6049
Sinkhole,-89.3973,37.6043
Sinkhole,-89.3973,37.604
Sinkhole,-89.3978,37.6063
Sinkhole,-89.3979,37.6065
Sinkhole,-89.3978,37.6061
Sinkhole,-89.3979,37.6059
Sinkhole,-89.3973,37.6058
Sinkhole,-89.3971,37.6059
Sinkhole,-89.3974,37.606
Sinkhole,-89.3972,37.6055
Sinkhole,-89.3972,37.6056
Sinkhole,-89.3971,37.6057
Sinkhole,-89.3967,37.6054
Sinkhole,-89.3969,37.6051
Sinkhole,-89.3955,37.6076
Sinkhole,-89.397,37.6052
Sinkhole,-89.397,37.6053
Sinkhole,-89.3973,37.605
Sinkhole,-89.397,37.6045
Sinkhole,-89.3999,37.6049
Sinkhole,-89.3998,37.6046
Sinkhole,-89.3989,37.6036
Sinkhole,-89.3985,37.6034
Sinkhole,-89.3979,37.6029
Sinkhole,-89.397,37.6037
Sinkhole,-89.3952,37.6022
Sinkhole,-89.3956,37.6024
Sinkhole,-89.3945,37.604
Sinkhole,-89.3941,37.6047
Sinkhole,-89.3943,37.605
Sinkhole,-89.3928,37.6019
Sinkhole,-89.3924,37.6017
Sinkhole,-89.397,37.6041
Sinkhole,-89.397,37.6039
Sinkhole,-89.397,37.6039
Sinkhole,-89.3973,37.6029
Sinkhole,-89.3968,37.6028
Sinkhole,-89.3962,37.603
Sinkhole,-89.3966,37.6034
Sinkhole,-89.3966,37.6038
Sinkhole,-89.3965,37.6041
Sinkhole,-89.3963,37.604
Sinkhole,-89.3968,37.6035
Sinkhole,-89.3973,37.6035
Sinkhole,-89.397,37.603
Sinkhole,-89.3967,37.603
Sinkhole,-89.3964,37.6032
Sinkhole,-89.3958,37.6028
Sinkhole,-89.3956,37.6027
Sinkhole,-89.3961,37.6029
Sinkhole,-89.3962,37.603
Sinkhole,-89.3962,37.6027
Sinkhole,-89.3964,37.6028
Sinkhole,-89.3964,37.603
Sinkhole,-89.3967,37.6028
Sinkhole,-89.3968,37.6026
Sinkhole,-89.3965,37.6028
Sinkhole,-89.3964,37.6026
Sinkhole,-89.3966,37.6026
Sinkhole,-89.397,37.6029
Sinkhole,-89.3969,37.6033
Sinkhole,-89.3966,37.6032
Sinkhole,-89.3965,37.6032
Sinkhole,-89.3969,37.6027
Sinkhole,-89.3958,37.6025
Sinkhole,-89.399,37.6035
Sinkhole,-89.3994,37.6041
Sinkhole,-89.3955,37.6016
Sinkhole,-89.3884,37.6003
Sinkhole,-89.3885,37.6004
Sinkhole,-89.3889,37.6004
Sinkhole,-89.3895,37.5991
Sinkhole,-89.3901,37.5988
Sinkhole,-89.3906,37.599
Sinkhole,-89.391,37.5991
Sinkhole,-89.3908,37.5993
Sinkhole,-89.3912,37.5992
Sinkhole,-89.3902,37.5992
Sinkhole,-89.3899,37.5992
Sinkhole,-89.3897,37.5994
Sinkhole,-89.3884,37.5992
Sinkhole,-89.3898,37.6001
Sinkhole,-89.3906,37.6004
Sinkhole,-89.3904,37.6005
Sinkhole,-89.3903,37.6006
Sinkhole,-89.3903,37.6008
Sinkhole,-89.3901,37.6008
Sinkhole,-89.3897,37.6007
Sinkhole,-89.3892,37.6005
Sinkhole,-89.3885,37.6008
Sinkhole,-89.3884,37.601
Sinkhole,-89.3906,37.6008
Sinkhole,-89.3906,37.6007
Sinkhole,-89.3907,37.6007
Sinkhole,-89.3913,37.5994
Sinkhole,-89.3795,37.5972
Sinkhole,-89.3777,37.5953
Sinkhole,-89.3772,37.5951
Sinkhole,-89.3766,37.5951
Sinkhole,-89.3769,37.5954
Sinkhole,-89.3776,37.5958
Sinkhole,-89.3776,37.5957
Sinkhole,-89.3764,37.5954
Sinkhole,-89.3783,37.5959
Sinkhole,-89.3921,37.6016
Sinkhole,-89.3916,37.6014
Sinkhole,-89.3779,37.6016
Sinkhole,-89.3693,37.5913
Sinkhole,-89.3611,37.5866
Sinkhole,-89.3608,37.5864
Sinkhole,-89.3604,37.5863
Sinkhole,-89.3606,37.5858
Sinkhole,-89.3595,37.5865
Sinkhole,-89.3592,37.5865
Sinkhole,-89.3551,37.5852
Sinkhole,-89.3566,37.5852
Sinkhole,-89.3569,37.5855
Sinkhole,-89.3538,37.5846
Sinkhole,-89.354,37.585
Sinkhole,-89.3429,37.6059
Sinkhole,-89.3701,37.6145
Sinkhole,-89.371,37.6141
Sinkhole,-89.3713,37.614
Sinkhole,-89.3697,37.6129
Sinkhole,-89.3693,37.6132
Sinkhole,-89.3694,37.6135
Sinkhole,-89.3688,37.6143
Sinkhole,-89.3576,37.6189
Sinkhole,-89.366,37.6287
Sinkhole,-89.3661,37.6281
Sinkhole,-89.3652,37.6273
Sinkhole,-89.3654,37.6279
Sinkhole,-89.3682,37.6262
Sinkhole,-89.3687,37.6258
Sinkhole,-89.3688,37.6256
Sinkhole,-89.3692,37.6246
Sinkhole,-89.369,37.624
Sinkhole,-89.369,37.6241
Sinkhole,-89.3689,37.6244
Sinkhole,-89.3689,37.6246
Sinkhole,-89.3688,37.6249
Sinkhole,-89.3695,37.6263
Sinkhole,-89.3678,37.6265
Sinkhole,-89.3634,37.6277
Sinkhole,-89.3636,37.6277
Sinkhole,-89.3636,37.6277
Sinkhole,-89.3634,37.6278
Sinkhole,-89.3624,37.6281
Sinkhole,-89.3774,37.6201
Sinkhole,-89.3771,37.6203
Sinkhole,-89.3775,37.62
Sinkhole,-89.3782,37.623
Sinkhole,-89.3778,37.6221
Sinkhole,-89.3819,37.6197
Sinkhole,-89.3833,37.6224
Sinkhole,-89.3795,37.627
Sinkhole,-89.3792,37.6265
Sinkhole,-89.3786,37.626
Sinkhole,-89.3801,37.6275
Sinkhole,-89.379,37.6292
Sinkhole,-89.3786,37.6295
Sinkhole,-89.3786,37.6292
Sinkhole,-89.3783,37.6289
Sinkhole,-89.3782,37.6285
Sinkhole,-89.3794,37.6294
Sinkhole,-89.3794,37.6299
Sinkhole,-89.3795,37.6298
Sinkhole,-89.3811,37.632
Sinkhole,-89.3812,37.6327
Sinkhole,-89.3809,37.6332
Sinkhole,-90.2493,38.9352
Sinkhole,-90.2513,38.9343
Sinkhole,-90.2515,38.9348
Sinkhole,-90.252,38.9362
Sinkhole,-90.2505,38.935
Sinkhole,-90.2521,38.9354
Sinkhole,-90.2535,38.9381
Sinkhole,-90.254,38.939
Sinkhole,-90.2556,38.9383
Sinkhole,-90.2562,38.9369
Sinkhole,-90.2569,38.9416
Sinkhole,-90.2607,38.9406
Sinkhole,-90.262,38.9397
Sinkhole,-90.2617,38.9405
Sinkhole,-90.2626,38.9399
Sinkhole,-90.2614,38.939
Sinkhole,-90.2629,38.9386
Sinkhole,-90.2744,38.9436
Sinkhole,-90.2738,38.9432
Sinkhole,-90.2742,38.9442
Sinkhole,-90.275,38.9448
Sinkhole,-90.2821,38.9447
Sinkhole,-90.2798,38.9462
Sinkhole,-90.2802,38.9455
Sinkhole,-90.2796,38.9476
Sinkhole,-90.2647,38.9363
Sinkhole,-90.2643,38.9364
Sinkhole,-90.2638,38.9365
Sinkhole,-90.2632,38.9365
Sinkhole,-90.2628,38.9361
Sinkhole,-90.2621,38.9359
Sinkhole,-90.2618,38.9365
Sinkhole,-90.26,38.9356
Sinkhole,-90.2592,38.9348
Sinkhole,-90.2576,38.9349
Sinkhole,-90.2579,38.9354
Sinkhole,-90.258,38.9364
Sinkhole,-90.2623,38.9344
Sinkhole,-90.2626,38.9337
Sinkhole,-90.2598,38.9327
Sinkhole,-90.2591,38.9331
Sinkhole,-90.2585,38.9335
Sinkhole,-90.2581,38.9326
Sinkhole,-90.2609,38.932
Sinkhole,-90.262,38.932
Sinkhole,-90.2616,38.9327
Sinkhole,-90.2636,38.9337
Sinkhole,-90.2662,38.9329
Sinkhole,-90.2651,38.9329
Sinkhole,-90.2598,38.9337
Sinkhole,-90.257,38.9382
Sinkhole,-90.2569,38.9392
Sinkhole,-90.2577,38.9384
Sinkhole,-90.2613,38.9396
Sinkhole,-90.2515,38.9425
Sinkhole,-90.2525,38.9417
Sinkhole,-90.2488,38.9432
Sinkhole,-90.2493,38.9437
Sinkhole,-90.2498,38.9443
Sinkhole,-90.2491,38.9446
Sinkhole,-90.249,38.9448
Sinkhole,-90.2492,38.9448
Sinkhole,-90.2491,38.9449
Sinkhole,-90.2491,38.945
Sinkhole,-90.2492,38.945
Sinkhole,-90.2493,38.9449
Sinkhole,-90.2494,38.9448
Sinkhole,-90.251,38.9454
Sinkhole,-90.2511,38.9455
Sinkhole,-90.2509,38.9456
Sinkhole,-90.2447,38.9474
Sinkhole,-90.2454,38.9475
Sinkhole,-90.2449,38.9468
Sinkhole,-90.2467,38.9473
Sinkhole,-90.2465,38.9477
Sinkhole,-90.2459,38.9469
Sinkhole,-90.244,38.949
Sinkhole,-90.2439,38.9486
Sinkhole,-90.244,38.9486
Sinkhole,-90.244,38.9483
Sinkhole,-90.2435,38.9489
Sinkhole,-90.2436,38.9491
Sinkhole,-90.243,38.9495
Sinkhole,-90.2427,38.948
Sinkhole,-90.2425,38.948
Sinkhole,-90.2422,38.9479
Sinkhole,-90.2408,38.9489
Sinkhole,-90.2437,38.9502
Sinkhole,-90.2438,38.9499
Sinkhole,-90.2439,38.9494
Sinkhole,-90.2442,38.949
Sinkhole,-90.2443,38.9462
Sinkhole,-90.2445,38.9464
Sinkhole,-90.244,38.9463
Sinkhole,-90.2444,38.946
Sinkhole,-90.2445,38.9458
Sinkhole,-90.2443,38.9458
Sinkhole,-90.2457,38.9468
Sinkhole,-90.2424,38.9473
Sinkhole,-90.2415,38.9468
Sinkhole,-90.2418,38.948
Sinkhole,-90.2438,38.9477
Sinkhole,-90.2443,38.9472
Sinkhole,-90.254,38.9456
Sinkhole,-90.2535,38.945
Sinkhole,-90.2537,38.9434
Sinkhole,-90.2528,38.9426
Sinkhole,-90.2349,38.948
Sinkhole,-90.2347,38.9483
Sinkhole,-90.2335,38.9487
Sinkhole,-90.2333,38.9488
Sinkhole,-90.2336,38.9483
Sinkhole,-90.2327,38.9487
Sinkhole,-90.2317,38.9481
Sinkhole,-90.2313,38.9481
Sinkhole,-90.2317,38.9474
Sinkhole,-90.2343,38.9464
Sinkhole,-90.2341,38.9468
Sinkhole,-90.236,38.9469
Sinkhole,-90.2334,38.9452
Sinkhole,-90.2331,38.9454
Sinkhole,-90.2308,38.9472
Sinkhole,-90.2305,38.9471
Sinkhole,-90.2305,38.9475
Sinkhole,-90.2303,38.9474
Sinkhole,-90.2301,38.9487
Sinkhole,-90.2302,38.9488
Sinkhole,-90.2303,38.9489
Sinkhole,-90.2309,38.949
Sinkhole,-90.2286,38.9469
Sinkhole,-90.228,38.9465
Sinkhole,-90.228,38.9463
Sinkhole,-90.2284,38.9461
Sinkhole,-90.2285,38.9452
Sinkhole,-90.2287,38.9453
Sinkhole,-90.2288,38.9452
Sinkhole,-90.2272,38.9461
Sinkhole,-90.227,38.9462
Sinkhole,-90.2296,38.9463
Sinkhole,-90.2296,38.9464
Sinkhole,-90.2299,38.9463
Sinkhole,-90.2299,38.9466
Sinkhole,-90.2296,38.948
Sinkhole,-90.2296,38.9479
Sinkhole,-90.2296,38.9457
Sinkhole,-90.2335,38.9491
Sinkhole,-90.2236,38.947
Sinkhole,-90.2249,38.9458
Sinkhole,-90.225,38.9462
Sinkhole,-90.2259,38.9454
Sinkhole,-90.2258,38.9453
Sinkhole,-90.2259,38.9456
Sinkhole,-90.2253,38.9455
Sinkhole,-90.2251,38.9456
Sinkhole,-90.2249,38.9463
Sinkhole,-90.2291,38.9462
Sinkhole,-90.2288,38.9462
Sinkhole,-90.2292,38.9423
Sinkhole,-90.2294,38.9421
Sinkhole,-90.229,38.942
Sinkhole,-90.2409,38.9592
Sinkhole,-90.2406,38.96
Sinkhole,-90.2428,38.9584
Sinkhole,-90.2425,38.9589
Sinkhole,-90.2424,38.9591
Sinkhole,-90.2422,38.9591
Sinkhole,-90.2511,38.9651
Sinkhole,-90.2525,38.9645
Sinkhole,-90.2527,38.9648
Sinkhole,-90.2524,38.965
Sinkhole,-90.2516,38.9667
Sinkhole,-90.2521,38.9662
Sinkhole,-90.2507,38.9679
Sinkhole,-90.2537,38.9692
Sinkhole,-90.2576,38.9671
Sinkhole,-90.2464,38.9619
Sinkhole,-90.2481,38.965
Sinkhole,-90.2489,38.9646
Sinkhole,-90.2463,38.9645
Sinkhole,-90.249,38.9774
Sinkhole,-90.2503,38.9776
Sinkhole,-90.2509,38.9772
Sinkhole,-90.2518,38.9776
Sinkhole,-90.2518,38.9783
Sinkhole,-90.2525,38.9785
Sinkhole,-90.2541,38.9763
Sinkhole,-90.2533,38.976
Sinkhole,-90.2534,38.9756
Sinkhole,-90.2525,38.9756
Sinkhole,-90.2517,38.9728
Sinkhole,-90.2542,38.9735
Sinkhole,-90.2558,38.9753
Sinkhole,-90.256,38.9759
Sinkhole,-90.2565,38.9751
Sinkhole,-90.2572,38.9745
Sinkhole,-90.2584,38.9745
Sinkhole,-90.2527,38.9765
Sinkhole,-90.2524,38.9739
Sinkhole,-90.2442,38.987
Sinkhole,-90.2441,38.9875
Sinkhole,-90.2446,38.9872
Sinkhole,-90.2375,38.9873
Sinkhole,-90.2357,38.9845
Sinkhole,-90.2355,38.9863
Sinkhole,-90.2406,38.9932
Sinkhole,-90.2497,39.0099
Sinkhole,-90.2497,39.0107
Sinkhole,-90.2501,39.0108
Sinkhole,-90.24,39.0037
Sinkhole,-90.2399,39.0038
Sinkhole,-90.2512,38.9935
Sinkhole,-90.2497,38.9976
Sinkhole,-90.2637,38.9949
Sinkhole,-90.2623,38.9939
Sinkhole,-90.2624,38.9945
Sinkhole,-90.2671,38.9895
Sinkhole,-90.2662,38.9897
Sinkhole,-90.2654,38.9896
Sinkhole,-90.2891,38.9893
Sinkhole,-90.2875,38.989
Sinkhole,-90.2867,38.9899
Sinkhole,-90.2889,38.9774
Sinkhole,-90.2914,38.9785
Sinkhole,-90.2893,38.9804
Sinkhole,-90.289,38.9804
Sinkhole,-90.2864,38.9753
Sinkhole,-90.2835,38.9761
Sinkhole,-90.2831,38.9764
Sinkhole,-90.283,38.9759
Sinkhole,-90.289,38.974
Sinkhole,-90.2858,38.9736
Sinkhole,-90.2831,38.9717
Sinkhole,-90.2826,38.9715
Sinkhole,-90.2828,38.971
Sinkhole,-90.2832,38.9706
Sinkhole,-90.2814,38.9799
Sinkhole,-90.281,38.9802
Sinkhole,-90.2811,38.9805
Sinkhole,-90.2813,38.9807
Sinkhole,-90.2817,38.981
Sinkhole,-90.281,38.9814
Sinkhole,-90.2816,38.9817
Sinkhole,-90.2814,38.9814
Sinkhole,-90.2801,38.9833
Sinkhole,-90.2815,38.9825
Sinkhole,-90.2944,38.9651
Sinkhole,-90.2431,38.9244
Sinkhole,-90.2402,38.9245
Sinkhole,-90.24,38.9241
Sinkhole,-90.2388,38.9241
Sinkhole,-90.2378,38.924
Sinkhole,-90.2376,38.9243
Sinkhole,-90.2374,38.9241
Sinkhole,-90.2373,38.9235
Sinkhole,-90.2379,38.9233
Sinkhole,-90.2372,38.9229
Sinkhole,-90.2367,38.9224
Sinkhole,-90.2366,38.9227
Sinkhole,-90.2374,38.9224
